Date,Power (kW)
2019-02-04 04:00:00,89.118
2019-02-04 05:00:00,104.861
2019-02-04 06:00:00,112.95
2019-02-04 07:00:00,169.432
2019-02-04 08:00:00,238.895
2019-02-04 09:00:00,267.335
2019-02-04 10:00:00,304.949
2019-02-04 11:00:00,296.544
2019-02-04 12:00:00,311.348
2019-02-04 13:00:00,305.537
2019-02-04 14:00:00,303.268
2019-02-04 15:00:00,300.13
2019-02-04 16:00:00,278.508
2019-02-04 17:00:00,264.854
2019-02-04 18:00:00,221.104
2019-02-04 19:00:00,180.898
2019-02-04 20:00:00,157.06
2019-02-04 21:00:00,135.498
2019-02-04 22:00:00,124.079
2019-02-04 23:00:00,115.096
2019-02-05 00:00:00,102.616
2019-02-05 01:00:00,84.63
2019-02-05 02:00:00,80.644
2019-02-05 03:00:00,83.052
2019-02-05 04:00:00,80.678
2019-02-05 05:00:00,87.329
2019-02-05 06:00:00,104.071
2019-02-05 07:00:00,173.066
2019-02-05 08:00:00,237.558
2019-02-05 09:00:00,262.962
2019-02-05 10:00:00,297.289
2019-02-05 11:00:00,296.831
2019-02-05 12:00:00,298.837
2019-02-05 13:00:00,291.904
2019-02-05 14:00:00,278.504
2019-02-05 15:00:00,287.739
2019-02-05 16:00:00,278.455
2019-02-05 17:00:00,260.929
2019-02-05 18:00:00,222.466
2019-02-05 19:00:00,172.077
2019-02-05 20:00:00,141.639
2019-02-05 21:00:00,131.144
2019-02-05 22:00:00,125.725
2019-02-05 23:00:00,114.765
2019-02-06 00:00:00,119.864
2019-02-06 01:00:00,117.162
2019-02-06 02:00:00,116.03
2019-02-06 03:00:00,118.482
2019-02-06 04:00:00,116.54
2019-02-06 05:00:00,114.123
2019-02-06 06:00:00,111.684
2019-02-06 07:00:00,111.313
2019-02-06 08:00:00,118.54
2019-02-06 09:00:00,119.556
2019-02-06 10:00:00,118.638
2019-02-06 11:00:00,127.909
2019-02-06 12:00:00,124.666
2019-02-06 13:00:00,126.004
2019-02-06 14:00:00,127.316
2019-02-06 15:00:00,135.52
2019-02-06 16:00:00,139.115
2019-02-06 17:00:00,138.385
2019-02-06 18:00:00,139.428
2019-02-06 19:00:00,136.663
2019-02-06 20:00:00,124.584
2019-02-06 21:00:00,123.098
2019-02-06 22:00:00,121.951
2019-02-06 23:00:00,124.3
2019-02-07 00:00:00,126.164
2019-02-07 01:00:00,127.577
2019-02-07 02:00:00,123.638
2019-02-07 03:00:00,121.543
2019-02-07 04:00:00,120.424
2019-02-07 05:00:00,128.363
2019-02-07 06:00:00,136.936
2019-02-07 07:00:00,197.088
2019-02-07 08:00:00,266.58
2019-02-07 09:00:00,307.976
2019-02-07 10:00:00,354.141
2019-02-07 11:00:00,364.424
2019-02-07 12:00:00,385.259
2019-02-07 13:00:00,381.96
2019-02-07 14:00:00,372.028
2019-02-07 15:00:00,387.518
2019-02-07 16:00:00,372.28
2019-02-07 17:00:00,359.477
2019-02-07 18:00:00,291.461
2019-02-07 19:00:00,235.258
2019-02-07 20:00:00,162.62
2019-02-07 21:00:00,145.802
2019-02-07 22:00:00,140.979
2019-02-07 23:00:00,136.945
2019-02-08 00:00:00,117.111
2019-02-08 01:00:00,118.477
2019-02-08 02:00:00,117.993
2019-02-08 03:00:00,117.311
2019-02-08 04:00:00,114.948
2019-02-08 05:00:00,118.57
2019-02-08 06:00:00,131.806
2019-02-08 07:00:00,171.819
2019-02-08 08:00:00,241.966
2019-02-08 09:00:00,255.119
2019-02-08 10:00:00,275.684
2019-02-08 11:00:00,270.844
2019-02-08 12:00:00,277.791
2019-02-08 13:00:00,268.57
2019-02-08 14:00:00,283.867
2019-02-08 15:00:00,296.471
2019-02-08 16:00:00,285.612
2019-02-08 17:00:00,267.576
2019-02-08 18:00:00,224.987
2019-02-08 19:00:00,172.347
2019-02-08 20:00:00,127.213
2019-02-08 21:00:00,115.695
2019-02-08 22:00:00,108.973
2019-02-08 23:00:00,104.11
2019-02-09 00:00:00,96.615
2019-02-09 01:00:00,99.062
2019-02-09 02:00:00,98.194
2019-02-09 03:00:00,97.538
2019-02-09 04:00:00,101.272
2019-02-09 05:00:00,113.372
2019-02-09 06:00:00,114.216
2019-02-09 07:00:00,141.348
2019-02-09 08:00:00,240.225
2019-02-09 09:00:00,244.35
2019-02-09 10:00:00,268.814
2019-02-09 11:00:00,269.564
2019-02-09 12:00:00,275.186
2019-02-09 13:00:00,270.637
2019-02-09 14:00:00,287.98
2019-02-09 15:00:00,295.344
2019-02-09 16:00:00,292.494
2019-02-09 17:00:00,266.739
2019-02-09 18:00:00,244.974
2019-02-09 19:00:00,177.805
2019-02-09 20:00:00,133.011
2019-02-09 21:00:00,124.841
2019-02-09 22:00:00,118.214
2019-02-09 23:00:00,112.494
2019-02-10 00:00:00,125.849
2019-02-10 01:00:00,130.232
2019-02-10 02:00:00,121.172
2019-02-10 03:00:00,120.908
2019-02-10 04:00:00,127.766
2019-02-10 05:00:00,134.5
2019-02-10 06:00:00,140.541
2019-02-10 07:00:00,176.947
2019-02-10 08:00:00,264.135
2019-02-10 09:00:00,306.683
2019-02-10 10:00:00,333.009
2019-02-10 11:00:00,341.173
2019-02-10 12:00:00,352.959
2019-02-10 13:00:00,345.763
2019-02-10 14:00:00,359.372
2019-02-10 15:00:00,325.821
2019-02-10 16:00:00,325.305
2019-02-10 17:00:00,288.891
2019-02-10 18:00:00,262.894
2019-02-10 19:00:00,211.617
2019-02-10 20:00:00,157.368
2019-02-10 21:00:00,141.757
2019-02-10 22:00:00,140.687
2019-02-10 23:00:00,132.73
2019-02-11 00:00:00,101.638
2019-02-11 01:00:00,100.631
2019-02-11 02:00:00,96.059
2019-02-11 03:00:00,92.384
2019-02-11 04:00:00,91.016
2019-02-11 05:00:00,90.685
2019-02-11 06:00:00,98.374
2019-02-11 07:00:00,110.343
2019-02-11 08:00:00,121.058
2019-02-11 09:00:00,129.571
2019-02-11 10:00:00,131.409
2019-02-11 11:00:00,125.17
2019-02-11 12:00:00,117.613
2019-02-11 13:00:00,114.411
2019-02-11 14:00:00,114.927
2019-02-11 15:00:00,122.998
2019-02-11 16:00:00,128.246
2019-02-11 17:00:00,125.545
2019-02-11 18:00:00,124.892
2019-02-11 19:00:00,113.139
2019-02-11 20:00:00,108.033
2019-02-11 21:00:00,100.383
2019-02-11 22:00:00,99.161
2019-02-11 23:00:00,100.3
2019-02-12 00:00:00,112.559
2019-02-12 01:00:00,110.261
2019-02-12 02:00:00,110.973
2019-02-12 03:00:00,111.13
2019-02-12 04:00:00,109.055
2019-02-12 05:00:00,129.098
2019-02-12 06:00:00,134.561
2019-02-12 07:00:00,193.064
2019-02-12 08:00:00,288.274
2019-02-12 09:00:00,337.393
2019-02-12 10:00:00,397.148
2019-02-12 11:00:00,424.057
2019-02-12 12:00:00,459.377
2019-02-12 13:00:00,414.551
2019-02-12 14:00:00,405.727
2019-02-12 15:00:00,385.031
2019-02-12 16:00:00,375.977
2019-02-12 17:00:00,336.417
2019-02-12 18:00:00,282.629
2019-02-12 19:00:00,229.118
2019-02-12 20:00:00,168.642
2019-02-12 21:00:00,152.908
2019-02-12 22:00:00,147.749
2019-02-12 23:00:00,134.943
2019-02-13 00:00:00,124.335
2019-02-13 01:00:00,115.836
2019-02-13 02:00:00,116.27
2019-02-13 03:00:00,116.06
2019-02-13 04:00:00,110.513
2019-02-13 05:00:00,129.99
2019-02-13 06:00:00,147.584
2019-02-13 07:00:00,227.323
2019-02-13 08:00:00,376.117
2019-02-13 09:00:00,403.049
2019-02-13 10:00:00,393.447
2019-02-13 11:00:00,395.732
2019-02-13 12:00:00,389.531
2019-02-13 13:00:00,372.804
2019-02-13 14:00:00,344.774
2019-02-13 15:00:00,325.657
2019-02-13 16:00:00,316.544
2019-02-13 17:00:00,309.285
2019-02-13 18:00:00,259.544
2019-02-13 19:00:00,185.674
2019-02-13 20:00:00,142.521
2019-02-13 21:00:00,141.142
2019-02-13 22:00:00,130.742
2019-02-13 23:00:00,129.448
2019-02-14 00:00:00,125.456
2019-02-14 01:00:00,121.149
2019-02-14 02:00:00,120.521
2019-02-14 03:00:00,118.516
2019-02-14 04:00:00,113.509
2019-02-14 05:00:00,121.904
2019-02-14 06:00:00,137.651
2019-02-14 07:00:00,217.656
2019-02-14 08:00:00,342.962
2019-02-14 09:00:00,374.489
2019-02-14 10:00:00,370.484
2019-02-14 11:00:00,370.315
2019-02-14 12:00:00,346.301
2019-02-14 13:00:00,348.99
2019-02-14 14:00:00,373.821
2019-02-14 15:00:00,362.865
2019-02-14 16:00:00,327.932
2019-02-14 17:00:00,294.456
2019-02-14 18:00:00,274.492
2019-02-14 19:00:00,187.213
2019-02-14 20:00:00,151.287
2019-02-14 21:00:00,128.885
2019-02-14 22:00:00,116.101
2019-02-14 23:00:00,131.641
2019-02-15 00:00:00,125.308
2019-02-15 01:00:00,119.704
2019-02-15 02:00:00,114.35
2019-02-15 03:00:00,109.186
2019-02-15 04:00:00,105.419
2019-02-15 05:00:00,116.772
2019-02-15 06:00:00,134.222
2019-02-15 07:00:00,209.445
2019-02-15 08:00:00,341.579
2019-02-15 09:00:00,347.013
2019-02-15 10:00:00,357.226
2019-02-15 11:00:00,365.371
2019-02-15 12:00:00,371.438
2019-02-15 13:00:00,349.1
2019-02-15 14:00:00,357.313
2019-02-15 15:00:00,315.048
2019-02-15 16:00:00,300.433
2019-02-15 17:00:00,288.915
2019-02-15 18:00:00,271.388
2019-02-15 19:00:00,192.564
2019-02-15 20:00:00,151.573
2019-02-15 21:00:00,135.096
2019-02-15 22:00:00,118.826
2019-02-15 23:00:00,120.403
2019-02-16 00:00:00,117.837
2019-02-16 01:00:00,110.765
2019-02-16 02:00:00,105.162
2019-02-16 03:00:00,102.794
2019-02-16 04:00:00,99.634
2019-02-16 05:00:00,103.137
2019-02-16 06:00:00,99.213
2019-02-16 07:00:00,122.668
2019-02-16 08:00:00,142.265
2019-02-16 09:00:00,134.169
2019-02-16 10:00:00,134.497
2019-02-16 11:00:00,142.439
2019-02-16 12:00:00,149.081
2019-02-16 13:00:00,150.301
2019-02-16 14:00:00,150.49
2019-02-16 15:00:00,145.275
2019-02-16 16:00:00,146.592
2019-02-16 17:00:00,150.447
2019-02-16 18:00:00,154.678
2019-02-16 19:00:00,148.272
2019-02-16 20:00:00,142.548
2019-02-16 21:00:00,139.446
2019-02-16 22:00:00,142.56
2019-02-16 23:00:00,140.37
2019-02-17 00:00:00,139.475
2019-02-17 01:00:00,142.226
2019-02-17 02:00:00,133.969
2019-02-17 03:00:00,129.252
2019-02-17 04:00:00,121.757
2019-02-17 05:00:00,119.106
2019-02-17 06:00:00,115.405
2019-02-17 07:00:00,115.556
2019-02-17 08:00:00,118.343
2019-02-17 09:00:00,122.151
2019-02-17 10:00:00,117.364
2019-02-17 11:00:00,116.854
2019-02-17 12:00:00,117.477
2019-02-17 13:00:00,120.454
2019-02-17 14:00:00,116.937
2019-02-17 15:00:00,116.667
2019-02-17 16:00:00,117.022
2019-02-17 17:00:00,119.016
2019-02-17 18:00:00,119.348
2019-02-17 19:00:00,107.148
2019-02-17 20:00:00,107.066
2019-02-17 21:00:00,104.755
2019-02-17 22:00:00,106.376
2019-02-17 23:00:00,104.339
2019-02-18 00:00:00,104.579
2019-02-18 01:00:00,109.379
2019-02-18 02:00:00,108.705
2019-02-18 03:00:00,107.547
2019-02-18 04:00:00,107.483
2019-02-18 05:00:00,120.518
2019-02-18 06:00:00,150.062
2019-02-18 07:00:00,229.818
2019-02-18 08:00:00,373.673
2019-02-18 09:00:00,435.059
2019-02-18 10:00:00,473.639
2019-02-18 11:00:00,488.719
2019-02-18 12:00:00,519.844
2019-02-18 13:00:00,456.952
2019-02-18 14:00:00,449.912
2019-02-18 15:00:00,440.272
2019-02-18 16:00:00,417.287
2019-02-18 17:00:00,382.647
2019-02-18 18:00:00,322.784
2019-02-18 19:00:00,225.853
2019-02-18 20:00:00,177.512
2019-02-18 21:00:00,154.59
2019-02-18 22:00:00,139.556
2019-02-18 23:00:00,131.046
2019-02-19 00:00:00,123.829
2019-02-19 01:00:00,120.946
2019-02-19 02:00:00,115.828
2019-02-19 03:00:00,111.177
2019-02-19 04:00:00,112.884
2019-02-19 05:00:00,127.571
2019-02-19 06:00:00,148.765
2019-02-19 07:00:00,224.854
2019-02-19 08:00:00,364.83
2019-02-19 09:00:00,407.695
2019-02-19 10:00:00,424.846
2019-02-19 11:00:00,403.246
2019-02-19 12:00:00,402.78
2019-02-19 13:00:00,375.945
2019-02-19 14:00:00,406.86
2019-02-19 15:00:00,392.757
2019-02-19 16:00:00,349.287
2019-02-19 17:00:00,317.269
2019-02-19 18:00:00,288.968
2019-02-19 19:00:00,207.578
2019-02-19 20:00:00,149.035
2019-02-19 21:00:00,132.266
2019-02-19 22:00:00,132.825
2019-02-19 23:00:00,123.677
2019-02-20 00:00:00,120.44
2019-02-20 01:00:00,113.22
2019-02-20 02:00:00,104.331
2019-02-20 03:00:00,104.208
2019-02-20 04:00:00,105.462
2019-02-20 05:00:00,119.066
2019-02-20 06:00:00,132.012
2019-02-20 07:00:00,219.989
2019-02-20 08:00:00,364.465
2019-02-20 09:00:00,407.698
2019-02-20 10:00:00,416.412
2019-02-20 11:00:00,426.999
2019-02-20 12:00:00,442.029
2019-02-20 13:00:00,415.333
2019-02-20 14:00:00,372.677
2019-02-20 15:00:00,373.881
2019-02-20 16:00:00,355.458
2019-02-20 17:00:00,309.881
2019-02-20 18:00:00,266.461
2019-02-20 19:00:00,188.7
2019-02-20 20:00:00,144.64
2019-02-20 21:00:00,131.395
2019-02-20 22:00:00,127.672
2019-02-20 23:00:00,121.029
2019-02-21 00:00:00,117.818
2019-02-21 01:00:00,112.627
2019-02-21 02:00:00,103.625
2019-02-21 03:00:00,96.378
2019-02-21 04:00:00,98.108
2019-02-21 05:00:00,106.076
2019-02-21 06:00:00,135.235
2019-02-21 07:00:00,212.74
2019-02-21 08:00:00,343.56
2019-02-21 09:00:00,391.157
2019-02-21 10:00:00,418.027
2019-02-21 11:00:00,404.26
2019-02-21 12:00:00,401.542
2019-02-21 13:00:00,380.824
2019-02-21 14:00:00,350.224
2019-02-21 15:00:00,340.702
2019-02-21 16:00:00,327.099
2019-02-21 17:00:00,312.474
2019-02-21 18:00:00,263.345
2019-02-21 19:00:00,196.301
2019-02-21 20:00:00,169.971
2019-02-21 21:00:00,149.951
2019-02-21 22:00:00,145.964
2019-02-21 23:00:00,139.28
2019-02-22 00:00:00,137.626
2019-02-22 01:00:00,114.895
2019-02-22 02:00:00,110.475
2019-02-22 03:00:00,96.841
2019-02-22 04:00:00,98.154
2019-02-22 05:00:00,113.137
2019-02-22 06:00:00,135.845
2019-02-22 07:00:00,217.375
2019-02-22 08:00:00,354.888
2019-02-22 09:00:00,370.24
2019-02-22 10:00:00,353.727
2019-02-22 11:00:00,358.44
2019-02-22 12:00:00,381.469
2019-02-22 13:00:00,364.728
2019-02-22 14:00:00,370.626
2019-02-22 15:00:00,350.966
2019-02-22 16:00:00,335.72
2019-02-22 17:00:00,270.866
2019-02-22 18:00:00,234.35
2019-02-22 19:00:00,184.711
2019-02-22 20:00:00,157.717
2019-02-22 21:00:00,137.753
2019-02-22 22:00:00,129.039
2019-02-22 23:00:00,126.692
2019-02-23 00:00:00,119.377
2019-02-23 01:00:00,111.329
2019-02-23 02:00:00,110.21
2019-02-23 03:00:00,108.396
2019-02-23 04:00:00,109.016
2019-02-23 05:00:00,111.593
2019-02-23 06:00:00,135.621
2019-02-23 07:00:00,124.194
2019-02-23 08:00:00,127.035
2019-02-23 09:00:00,130.448
2019-02-23 10:00:00,135.672
2019-02-23 11:00:00,141.31
2019-02-23 12:00:00,141.38
2019-02-23 13:00:00,136.484
2019-02-23 14:00:00,132.348
2019-02-23 15:00:00,124.19
2019-02-23 16:00:00,124.969
2019-02-23 17:00:00,119.899
2019-02-23 18:00:00,119.049
2019-02-23 19:00:00,117.231
2019-02-23 20:00:00,117.974
2019-02-23 21:00:00,111.341
2019-02-23 22:00:00,114.356
2019-02-23 23:00:00,112.946
2019-02-24 00:00:00,111.581
2019-02-24 01:00:00,113.433
2019-02-24 02:00:00,112.002
2019-02-24 03:00:00,112.323
2019-02-24 04:00:00,108.245
2019-02-24 05:00:00,108.452
2019-02-24 06:00:00,107.189
2019-02-24 07:00:00,106.216
2019-02-24 08:00:00,105.226
2019-02-24 09:00:00,104.982
2019-02-24 10:00:00,105.803
2019-02-24 11:00:00,106.97
2019-02-24 12:00:00,106.694
2019-02-24 13:00:00,107.323
2019-02-24 14:00:00,108.523
2019-02-24 15:00:00,110.653
2019-02-24 16:00:00,110.51
2019-02-24 17:00:00,111.689
2019-02-24 18:00:00,113.959
2019-02-24 19:00:00,113.483
2019-02-24 20:00:00,113.33
2019-02-24 21:00:00,111.698
2019-02-24 22:00:00,114.079
2019-02-24 23:00:00,111.863
2019-02-25 00:00:00,111.443
2019-02-25 01:00:00,92.795
2019-02-25 02:00:00,93.821
2019-02-25 03:00:00,92.919
2019-02-25 04:00:00,93.254
2019-02-25 05:00:00,109.145
2019-02-25 06:00:00,118.912
2019-02-25 07:00:00,202.516
2019-02-25 08:00:00,341.163
2019-02-25 09:00:00,380.758
2019-02-25 10:00:00,385.897
2019-02-25 11:00:00,344.544
2019-02-25 12:00:00,351.761
2019-02-25 13:00:00,333.342
2019-02-25 14:00:00,324.712
2019-02-25 15:00:00,321.877
2019-02-25 16:00:00,328.007
2019-02-25 17:00:00,293.786
2019-02-25 18:00:00,259.237
2019-02-25 19:00:00,183.611
2019-02-25 20:00:00,151.624
2019-02-25 21:00:00,124.324
2019-02-25 22:00:00,106.937
2019-02-25 23:00:00,101.53
2019-02-26 00:00:00,97.775
2019-02-26 01:00:00,89.43
2019-02-26 02:00:00,89.933
2019-02-26 03:00:00,87.077
2019-02-26 04:00:00,86.301
2019-02-26 05:00:00,111.907
2019-02-26 06:00:00,129.811
2019-02-26 07:00:00,204.635
2019-02-26 08:00:00,325.151
2019-02-26 09:00:00,317.928
2019-02-26 10:00:00,328.738
2019-02-26 11:00:00,336.924
2019-02-26 12:00:00,350.767
2019-02-26 13:00:00,343.07
2019-02-26 14:00:00,348.653
2019-02-26 15:00:00,346.147
2019-02-26 16:00:00,312.553
2019-02-26 17:00:00,275.86
2019-02-26 18:00:00,250.787
2019-02-26 19:00:00,201.441
2019-02-26 20:00:00,175.356
2019-02-26 21:00:00,146.927
2019-02-26 22:00:00,142.121
2019-02-26 23:00:00,134.638
2019-02-27 00:00:00,131.272
2019-02-27 01:00:00,107.957
2019-02-27 02:00:00,99.41
2019-02-27 03:00:00,97.181
2019-02-27 04:00:00,98.709
2019-02-27 05:00:00,113.286
2019-02-27 06:00:00,128.4
2019-02-27 07:00:00,200.128
2019-02-27 08:00:00,315.085
2019-02-27 09:00:00,313.264
2019-02-27 10:00:00,332.232
2019-02-27 11:00:00,333.438
2019-02-27 12:00:00,365.882
2019-02-27 13:00:00,351.611
2019-02-27 14:00:00,337.177
2019-02-27 15:00:00,360.5
2019-02-27 16:00:00,341.49
2019-02-27 17:00:00,305.965
2019-02-27 18:00:00,272.841
2019-02-27 19:00:00,214.563
2019-02-27 20:00:00,176.548
2019-02-27 21:00:00,154.901
2019-02-27 22:00:00,140.494
2019-02-27 23:00:00,138.338
2019-02-28 00:00:00,135.804
2019-02-28 01:00:00,123.044
2019-02-28 02:00:00,120.092
2019-02-28 03:00:00,113.358
2019-02-28 04:00:00,115.606
2019-02-28 05:00:00,119.464
2019-02-28 06:00:00,145.426
2019-02-28 07:00:00,217.865
2019-02-28 08:00:00,330.136
2019-02-28 09:00:00,321.405
2019-02-28 10:00:00,343.257
2019-02-28 11:00:00,372.795
2019-02-28 12:00:00,376.78
2019-02-28 13:00:00,361.484
2019-02-28 14:00:00,371.478
2019-02-28 15:00:00,340.182
2019-02-28 16:00:00,324.783
2019-02-28 17:00:00,297.835
2019-02-28 18:00:00,275.002
2019-02-28 19:00:00,231.182
2019-02-28 20:00:00,197.8
2019-02-28 21:00:00,172.81
2019-02-28 22:00:00,159.854
2019-02-28 23:00:00,153.171
2019-03-01 00:00:00,135.007
2019-03-01 01:00:00,136.594
2019-03-01 02:00:00,130.572
2019-03-01 03:00:00,129.408
2019-03-01 04:00:00,129.672
2019-03-01 05:00:00,131.664
2019-03-01 06:00:00,147.52
2019-03-01 07:00:00,187.571
2019-03-01 08:00:00,280.783
2019-03-01 09:00:00,353.677
2019-03-01 10:00:00,427.033
2019-03-01 11:00:00,449.536
2019-03-01 12:00:00,464.98
2019-03-01 13:00:00,445.073
2019-03-01 14:00:00,445.347
2019-03-01 15:00:00,446.286
2019-03-01 16:00:00,436.583
2019-03-01 17:00:00,404.246
2019-03-01 18:00:00,358.49
2019-03-01 19:00:00,260.924
2019-03-01 20:00:00,193.372
2019-03-01 21:00:00,168.536
2019-03-01 22:00:00,158.456
2019-03-01 23:00:00,161.436
2019-03-02 00:00:00,127.143
2019-03-02 01:00:00,127.805
2019-03-02 02:00:00,123.889
2019-03-02 03:00:00,123.237
2019-03-02 04:00:00,116.026
2019-03-02 05:00:00,109.575
2019-03-02 06:00:00,107.721
2019-03-02 07:00:00,113.088
2019-03-02 08:00:00,108.834
2019-03-02 09:00:00,107.774
2019-03-02 10:00:00,113.436
2019-03-02 11:00:00,115.096
2019-03-02 12:00:00,117.151
2019-03-02 13:00:00,119.045
2019-03-02 14:00:00,126.257
2019-03-02 15:00:00,131.867
2019-03-02 16:00:00,140.155
2019-03-02 17:00:00,144.196
2019-03-02 18:00:00,149.411
2019-03-02 19:00:00,148.184
2019-03-02 20:00:00,147.387
2019-03-02 21:00:00,145.452
2019-03-02 22:00:00,138.452
2019-03-02 23:00:00,135.213
2019-03-03 00:00:00,105.675
2019-03-03 01:00:00,103.496
2019-03-03 02:00:00,106.593
2019-03-03 03:00:00,104.742
2019-03-03 04:00:00,104.68
2019-03-03 05:00:00,105.07
2019-03-03 06:00:00,102.918
2019-03-03 07:00:00,101.913
2019-03-03 08:00:00,99.25
2019-03-03 09:00:00,102.153
2019-03-03 10:00:00,101.409
2019-03-03 11:00:00,102.76
2019-03-03 12:00:00,102.265
2019-03-03 13:00:00,104.032
2019-03-03 14:00:00,108.57
2019-03-03 15:00:00,105.882
2019-03-03 16:00:00,106.558
2019-03-03 17:00:00,107.977
2019-03-03 18:00:00,112.869
2019-03-03 19:00:00,113.078
2019-03-03 20:00:00,109.853
2019-03-03 21:00:00,106.836
2019-03-03 22:00:00,106.387
2019-03-03 23:00:00,104.954
2019-03-04 00:00:00,106.76
2019-03-04 01:00:00,84.437
2019-03-04 02:00:00,82.526
2019-03-04 03:00:00,81.015
2019-03-04 04:00:00,84.31
2019-03-04 05:00:00,96.875
2019-03-04 06:00:00,115.168
2019-03-04 07:00:00,173.156
2019-03-04 08:00:00,236.038
2019-03-04 09:00:00,293.45
2019-03-04 10:00:00,338.471
2019-03-04 11:00:00,352.277
2019-03-04 12:00:00,364.131
2019-03-04 13:00:00,363.424
2019-03-04 14:00:00,325.775
2019-03-04 15:00:00,320.99
2019-03-04 16:00:00,299.692
2019-03-04 17:00:00,260.031
2019-03-04 18:00:00,229.978
2019-03-04 19:00:00,190.847
2019-03-04 20:00:00,157.826
2019-03-04 21:00:00,133.362
2019-03-04 22:00:00,124.705
2019-03-04 23:00:00,111.846
2019-03-05 00:00:00,113.35
2019-03-05 01:00:00,97.552
2019-03-05 02:00:00,96.871
2019-03-05 03:00:00,89.748
2019-03-05 04:00:00,90.568
2019-03-05 05:00:00,99.792
2019-03-05 06:00:00,120.729
2019-03-05 07:00:00,176.055
2019-03-05 08:00:00,223.347
2019-03-05 09:00:00,247.624
2019-03-05 10:00:00,288.489
2019-03-05 11:00:00,292.68
2019-03-05 12:00:00,312.636
2019-03-05 13:00:00,287.196
2019-03-05 14:00:00,299.403
2019-03-05 15:00:00,295.018
2019-03-05 16:00:00,278.878
2019-03-05 17:00:00,247.248
2019-03-05 18:00:00,216.657
2019-03-05 19:00:00,167.109
2019-03-05 20:00:00,133.169
2019-03-05 21:00:00,119.624
2019-03-05 22:00:00,111.607
2019-03-05 23:00:00,106.602
2019-03-06 00:00:00,124.128
2019-03-06 01:00:00,124.724
2019-03-06 02:00:00,123.335
2019-03-06 03:00:00,122.268
2019-03-06 04:00:00,123.575
2019-03-06 05:00:00,137.299
2019-03-06 06:00:00,140.184
2019-03-06 07:00:00,200.903
2019-03-06 08:00:00,348.698
2019-03-06 09:00:00,370.11
2019-03-06 10:00:00,419.189
2019-03-06 11:00:00,416.773
2019-03-06 12:00:00,405.726
2019-03-06 13:00:00,388.436
2019-03-06 14:00:00,426.436
2019-03-06 15:00:00,417.861
2019-03-06 16:00:00,398.752
2019-03-06 17:00:00,353.919
2019-03-06 18:00:00,297.134
2019-03-06 19:00:00,201.741
2019-03-06 20:00:00,153.332
2019-03-06 21:00:00,141.506
2019-03-06 22:00:00,139.425
2019-03-06 23:00:00,134.795
2019-03-07 00:00:00,136.203
2019-03-07 01:00:00,136.181
2019-03-07 02:00:00,135.784
2019-03-07 03:00:00,133.047
2019-03-07 04:00:00,132.776
2019-03-07 05:00:00,136.939
2019-03-07 06:00:00,143.67
2019-03-07 07:00:00,195.015
2019-03-07 08:00:00,286.106
2019-03-07 09:00:00,338.437
2019-03-07 10:00:00,350.401
2019-03-07 11:00:00,385.48
2019-03-07 12:00:00,387.737
2019-03-07 13:00:00,397.254
2019-03-07 14:00:00,377.868
2019-03-07 15:00:00,384.373
2019-03-07 16:00:00,377.054
2019-03-07 17:00:00,336.656
2019-03-07 18:00:00,265.606
2019-03-07 19:00:00,205.636
2019-03-07 20:00:00,161.613
2019-03-07 21:00:00,149.968
2019-03-07 22:00:00,141.312
2019-03-07 23:00:00,141.567
2019-03-08 00:00:00,101.842
2019-03-08 01:00:00,101.718
2019-03-08 02:00:00,103.769
2019-03-08 03:00:00,102.499
2019-03-08 04:00:00,105.039
2019-03-08 05:00:00,106.602
2019-03-08 06:00:00,109.896
2019-03-08 07:00:00,108.056
2019-03-08 08:00:00,109.59
2019-03-08 09:00:00,109.891
2019-03-08 10:00:00,114.445
2019-03-08 11:00:00,114.561
2019-03-08 12:00:00,119.482
2019-03-08 13:00:00,120.26
2019-03-08 14:00:00,122.617
2019-03-08 15:00:00,116.686
2019-03-08 16:00:00,115.974
2019-03-08 17:00:00,121.868
2019-03-08 18:00:00,111.544
2019-03-08 19:00:00,106.864
2019-03-08 20:00:00,104.375
2019-03-08 21:00:00,104.766
2019-03-08 22:00:00,105.133
2019-03-08 23:00:00,103.476
2019-03-09 00:00:00,106.62
2019-03-09 01:00:00,103.376
2019-03-09 02:00:00,105.278
2019-03-09 03:00:00,103.223
2019-03-09 04:00:00,106.456
2019-03-09 05:00:00,118.087
2019-03-09 06:00:00,121.151
2019-03-09 07:00:00,144.155
2019-03-09 08:00:00,242.497
2019-03-09 09:00:00,282.942
2019-03-09 10:00:00,294.652
2019-03-09 11:00:00,293.378
2019-03-09 12:00:00,284.858
2019-03-09 13:00:00,296.094
2019-03-09 14:00:00,311.583
2019-03-09 15:00:00,301.943
2019-03-09 16:00:00,292.224
2019-03-09 17:00:00,284.156
2019-03-09 18:00:00,246.165
2019-03-09 19:00:00,188.006
2019-03-09 20:00:00,143.023
2019-03-09 21:00:00,132.658
2019-03-09 22:00:00,123.965
2019-03-09 23:00:00,121.351
2019-03-10 00:00:00,123.766
2019-03-10 01:00:00,122.19
2019-03-10 02:00:00,124.139
2019-03-10 03:00:00,118.949
2019-03-10 04:00:00,118.397
2019-03-10 05:00:00,131.53
2019-03-10 06:00:00,136.027
2019-03-10 07:00:00,168.556
2019-03-10 08:00:00,254.975
2019-03-10 09:00:00,290.15
